;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;13,050003;
293,8858;-1,7361494;
293,9416;1,0609251;
293,9975;-2,4499969;
294,0533;-1,7146388;
294,1091;0,70342031;
294,1649;0,68145341;
294,2208;0,050003052;
294,2766;1,2799528;
294,3324;0,88891794;
294,3883;-1,9894158;
294,4441;-1,5937985;
294,4999;0,16064945;
294,5557;-1,4569035;
294,6116;-0,65235548;
294,6674;-0,91397939;
294,7232;-2,9306738;
294,7790;-4,0770246;
294,8349;2,0850801;
294,8907;-1,8979462;
294,9465;-3,2236109;
295,0024;-0,64474194;
295,0582;-0,31881891;
295,1140;-1,8147748;
295,1698;-1,4621293;
295,2257;-0,5095198;
295,2815;2,7885419;
295,3373;7,7982279;
295,3931;10,551613;
295,4490;10,64258;
295,5048;10,110487;
295,5606;10,99322;
295,6164;5,0500031;
295,6723;5,2666398;
295,7281;8,3925465;
295,7839;9,2389201;
295,8398;4,7155042;
295,8956;6,052854;
295,9514;5,0500031;
296,0072;5,2806588;
296,0631;7,6569498;
296,1189;6,2931124;
296,1747;2,4060351;
296,2305;2,6345217;
296,2864;3,4442219;
296,3422;2,2684622;
296,3980;3,4306131;
296,4538;4,5364559;
296,5097;10,628752;
296,5655;12,702001;
296,6213;17,734702;
296,6772;18,926833;
296,7330;20,050003;
296,7888;19,473825;
296,8446;15,619889;
296,9005;10,237856;
296,9563;12,350588;
297,0121;15,050003;
297,0679;13,611917;
297,1238;15,015836;
297,1796;12,562322;
297,2354;11,12909;
297,2913;8,0836621;
297,3471;16,550003;
297,4029;16,053912;
297,4587;11,78226;
297,5146;7,510607;
297,5704;3,2381888;
297,6262;0,15374404;
297,6820;1,4077761;
297,7379;2,7505328;
297,7937;1,7492445;
297,8495;2,890111;
297,9053;5,0280481;
297,9612;3,1268674;
298,0170;4,3035248;
298,0728;7,38777;
298,1287;6,1103379;
298,1845;10,555769;
298,2403;15,434039;
298,2961;11,715079;
298,3520;13,187629;
298,4078;18,642863;
298,4636;15,10311;
298,5194;11,042715;
298,5753;8,9774521;
298,6311;7,5861217;
298,6869;6,337212;
298,7428;6,8332068;
298,7986;7,0500031;
298,8544;4,2762932;
298,9102;5,5425431;
298,9661;2,9509084;
299,0219;1,6871055;
299,0777;3,9029246;
299,1335;8,0728692;
299,1894;4,4987262;
299,2452;4,6592293;
299,3010;9,029523;
299,3568;9,1379029;
