;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;18,949997;
293,8858;-0,98890376;
293,9416;0,072266445;
293,9975;0,21448531;
294,0533;-1,8244062;
294,1091;1,0294934;
294,1649;-0,86572823;
294,2208;-0,55000305;
294,2766;0,43395676;
294,3324;-0,21108816;
294,3883;-2,4736544;
294,4441;-1,354755;
294,4999;-1,6606494;
294,5557;-3,254147;
294,6116;-1,3872673;
294,6674;0,80592673;
294,7232;-1,5258491;
294,7790;-3,8635169;
294,8349;-0,78246452;
294,8907;-2,7291828;
294,9465;-3,18681;
295,0024;-0,82898303;
295,0582;0,84353105;
295,1140;-0,1852252;
295,1698;0,45404106;
295,2257;0,5095198;
295,2815;4,3769909;
295,3373;10,572334;
295,3931;12,8254;
295,4490;12,949997;
295,5048;14,70806;
295,5606;12,591954;
295,6164;6,9539892;
295,6723;7,8110583;
295,7281;12,655523;
295,7839;13,143177;
295,8398;9,9499969;
295,8956;10,115713;
295,9514;8,468808;
296,0072;6,3726198;
296,0631;8,7668386;
296,1189;7,2852682;
296,1747;2,4908546;
296,2305;2,7575281;
296,2864;5,0268724;
296,3422;3,7412758;
296,3980;3,4499969;
296,4538;9,8619404;
296,5097;11,238741;
296,5655;17,042723;
296,6213;21,819395;
296,6772;22,445116;
296,7330;19,926174;
296,7888;20,757937;
296,8446;17,97067;
296,9005;14,432241;
296,9563;17,750582;
297,0121;20,12412;
297,0679;17,792867;
297,1238;16,949997;
297,1796;13,962315;
297,2354;8,3849735;
297,2913;18,33219;
297,3471;21,506107;
297,4029;21,767872;
297,4587;16,086285;
297,5146;10,24128;
297,5704;3,6220434;
297,6262;3,9406445;
297,6820;4,5211104;
297,7379;2,6505267;
297,7937;0,14544577;
297,8495;2,3002667;
297,9053;3,9499969;
297,9612;4,7577088;
298,0170;8,0186601;
298,0728;8,9229581;
298,1287;8,5404992;
298,1845;15,040058;
298,2403;21,065019;
298,2961;18,280148;
298,3520;18,294553;
298,4078;24,312853;
298,4636;22,137818;
298,5194;16,942708;
298,5753;13,732344;
298,6311;11,486116;
298,6869;10,237206;
298,7428;11,124803;
298,7986;11,023189;
298,8544;4,9402923;
298,9102;6,9375637;
298,9661;5,7848391;
299,0219;3,3814457;
299,0777;4,1988476;
299,1335;8,5312253;
299,1894;7,2747841;
299,2452;7,1609196;
299,3010;8,4363436;
299,3568;10,862097;
299,4127;14,496024;
299,4685;22,323559;
