;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;21,5;
293,8858;-1,7250532;
293,9416;1,766383;
293,9975;-3,3161221;
294,0533;-2,5;
294,1091;-2,0397482;
294,1649;-1,9213741;
294,2208;-1,7789409;
294,2766;0,74598995;
294,3324;-0,38423759;
294,3883;-1,1921162;
294,4441;0,01714886;
294,4999;-0,98086186;
294,5557;-0,69723738;
294,6116;-2,2301886;
294,6674;-1,1080527;
294,7232;-3,475846;
294,7790;0,026640884;
294,8349;0,3256539;
294,8907;-1,3583594;
294,9465;-2,1525497;
295,0024;0,6526275;
295,0582;-0,1064659;
295,1140;-0,91902768;
295,1698;1,2439338;
295,2257;1,1607157;
295,2815;5,7962634;
295,3373;12,091753;
295,3931;15,00161;
295,4490;15,5;
295,5048;16,379032;
295,5606;9,8974798;
295,6164;9,0039923;
295,6723;9,6444245;
295,7281;11,088948;
295,7839;9,3068203;
295,8398;12,6331;
295,8956;11,674269;
295,9514;8,4056433;
296,0072;8,8839343;
296,0631;11,026737;
296,1189;9,1313522;
296,1747;5,856032;
296,2305;5,7230125;
296,2864;4,8173434;
296,3422;2,7912789;
296,3980;3,4204067;
296,4538;7,9390378;
296,5097;7,1037383;
296,5655;18,533453;
296,6213;22,222952;
296,6772;21,879271;
296,7330;25,611079;
296,7888;25,311167;
296,8446;17,619099;
296,9005;13,758878;
296,9563;16,923527;
297,0121;18,02237;
297,0679;16,780957;
297,1238;16,106833;
297,1796;14,292753;
297,2354;11,697717;
297,2913;13,971951;
297,3471;19,387781;
297,4029;16,817875;
297,4587;12;
297,5146;10,57083;
297,5704;6,6639768;
297,6262;7;
297,6820;6,5355567;
297,7379;4,6675496;
297,7937;2,8984829;
297,8495;3,8401079;
297,9053;3,0219549;
297,9612;3,3077119;
298,0170;6,5686631;
298,0728;8,4188835;
298,1287;11,067877;
298,1845;15,752883;
298,2403;17,884036;
298,2961;15,058207;
298,3520;19,051487;
298,4078;23,274288;
298,4636;21,783679;
298,5194;20,746356;
298,5753;17,137245;
298,6311;11,144474;
298,6869;10,781978;
298,7428;11,891602;
298,7986;10,719576;
298,8544;9,5754301;
298,9102;8,5049733;
298,9661;4,5330316;
299,0219;5,616961;
299,0777;9,9162836;
299,1335;9,8249134;
299,1894;5,6752128;
299,2452;7,0546131;
299,3010;9,7329333;
299,3568;9,8703198;
299,4127;12,819041;
299,4685;17,478608;
299,5243;19,280297;
299,5802;18,221861;
299,6360;14,302795;
299,6918;8,020423;
299,7476;5,7411189;
299,8035;8,9293656;
299,8593;9,0351679;
299,9151;14,008566;
299,9709;24,195904;
300,0268;30,729511;
300,0826;32,494698;
300,1384;32;
300,1943;27,763717;
300,2501;20,786948;
300,3059;17,003404;
300,3617;14,31952;
300,4176;11,635636;
300,4734;7,5096552;
300,5292;7,8597587;
300,5850;7,0865289;
300,6409;10,844462;
300,6967;14,604754;
300,7525;19,536494;
300,8083;28,144137;
300,8642;33,230543;
300,9200;28,090168;
300,9758;26,377088;
301,0317;24,709923;
301,0875;18,970955;
301,1433;12,975608;
301,1991;10,522054;
301,2550;13,925514;
301,3108;5,291082;
301,3666;4,7519816;
301,4224;7,3546198;
301,4783;7,3664227;
301,5341;9,7700088;
301,5899;12,259291;
301,6457;14,283984;
301,7016;20,195185;
301,7574;19,512719;
301,8132;23,028613;
301,8691;27,150339;
301,9249;31,895644;
301,9807;36,428182;
302,0365;45,498591;
302,0924;56,641454;
302,1482;59,577913;
302,2040;51,297064;
302,2598;36,413331;
302,3157;22,577188;
302,3715;15,420457;
302,4273;16,015223;
