;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;17,925003;
293,8858;-0,8193941;
293,9416;-4,5138622;
293,9975;-3,0636684;
294,0533;0,81220461;
294,1091;-1,5352487;
294,1649;-1,469348;
294,2208;-0,22039411;
294,2766;-2,0589568;
294,3324;-2,7981494;
294,3883;0,19595702;
294,4441;-0,44834429;
294,4999;-0,094135087;
294,5557;0,023621741;
294,6116;-0,074996948;
294,6674;-0,074996948;
294,7232;-2,0556738;
294,7790;1,7917986;
294,8349;-0,74934305;
294,8907;-1,7166375;
294,9465;-0,074996948;
295,0024;-1,1433895;
295,0582;-3,021764;
295,1140;-0,56163571;
295,1698;-0,062864608;
295,2257;1,2226173;
295,2815;11,525171;
295,3373;16,081475;
295,3931;20,054431;
295,4490;21,01758;
295,5048;18,727424;
295,5606;13,708917;
295,6164;7,9729106;
295,6723;13,961109;
295,7281;14,493512;
295,7839;14,925003;
295,8398;13,594001;
295,8956;9,427854;
295,9514;9,6137164;
296,0072;12,808937;
296,0631;13,634898;
296,1189;11,444598;
296,1747;8,4522415;
296,2305;5,9789781;
296,2864;6,2134408;
296,3422;8,9880848;
296,3980;8,5045963;
296,4538;10,891135;
296,5097;17,766246;
296,5655;24,280638;
296,6213;26,925003;
296,6772;28,683544;
296,7330;33,448826;
296,7888;29,352051;
296,8446;22,396463;
296,9005;18,112856;
296,9563;19,056177;
297,0121;22,554386;
297,0679;25,582133;
297,1238;18,168504;
297,1796;18,485873;
297,2354;18,464546;
297,2913;23,368905;
297,3471;28,093332;
297,4029;30,056844;
297,4587;21,813708;
297,5146;11,885607;
297,5704;7,9411423;
297,6262;6,9156506;
297,6820;7,0316733;
297,7379;7,5569237;
297,7937;8,823486;
297,8495;5,7447872;
297,9053;5,5335368;
297,9612;6,328859;
298,0170;8,6169053;
298,0728;14,127576;
298,1287;16,500422;
298,1845;21,509297;
298,2403;22,578994;
298,2961;24,206493;
298,3520;28,097281;
298,4078;30,562147;
298,4636;31,655574;
298,5194;30,407997;
298,5753;26,066177;
298,6311;24,139828;
298,6869;17,366279;
298,7428;13,750197;
298,7986;14,705428;
298,8544;10,302153;
298,9102;8,432463;
298,9661;5,6231924;
299,0219;8,0822469;
299,0777;6,8616411;
299,1335;10,006231;
299,1894;9,1002159;
299,2452;9,0031578;
299,3010;8,1784164;
299,3568;13,290984;
299,4127;20,607537;
299,4685;22,425003;
299,5243;25,156044;
299,5802;23,368724;
299,6360;10,909087;
299,6918;9,426705;
299,7476;8,8216664;
299,8035;8,1313473;
299,8593;13,923473;
299,9151;20,571123;
299,9709;27,73845;
300,0268;38,667836;
300,0826;42,167051;
300,1384;40,267873;
300,1943;35,18872;
300,2501;31,112291;
300,3059;25,233853;
300,3617;22,616715;
300,4176;17,223403;
300,4734;12,376727;
300,5292;9,5510262;
300,5850;6,8466914;
300,6409;11,907553;
300,6967;15,003223;
300,7525;23,10776;
300,8083;33,443692;
300,8642;40,158487;
300,9200;38,6289;
300,9758;34,547915;
301,0317;28,963169;
301,0875;22,815045;
301,1433;19,184425;
301,1991;16,947058;
301,2550;11,893087;
301,3108;11,076806;
301,3666;8,2804474;
301,4224;6,7972841;
301,4783;9,2914257;
301,5341;11,25251;
301,5899;16,814366;
301,6457;19,533011;
301,7016;22,278707;
301,7574;26,538874;
301,8132;31,541924;
301,8691;36,475439;
301,9249;40,343838;
301,9807;53,14756;
302,0365;67,749375;
302,0924;82,830522;
302,1482;91,507456;
302,2040;76,200013;
302,2598;49,605888;
302,3157;29,194587;
302,3715;20,34546;
302,4273;19,260874;
302,4832;23,547416;
302,5390;31,545094;
302,5948;39,716202;
302,6506;46,817591;
302,7065;45,056357;
302,7623;30,033511;
302,8181;16,784543;
302,8739;11,073676;
302,9298;11,988947;
302,9856;14,516034;
303,0414;20,159589;
303,0972;28,327132;
303,1531;31,771013;
303,2089;33,46755;
303,2647;26,270256;
303,3206;16,092081;
303,3764;10,925003;
303,4322;11,102866;
303,4880;14,022347;
303,5439;21,165994;
303,5997;29,548584;
303,6555;39,402227;
303,7113;44,669635;
303,7672;48,628662;
303,8230;47,84823;
303,8788;36,423939;
303,9347;25,622584;
303,9905;22,586349;
304,0463;19,504194;
304,1021;29,277169;
304,1580;35,628143;
304,2138;38,87895;
304,2696;46,372412;
304,3254;44,957185;
304,3813;38,156177;
304,4371;31,936975;
304,4929;32,862968;
304,5487;33,864666;
304,6046;35,792497;
304,6604;32,066946;
304,7162;34,762232;
304,7721;44,21231;
304,8279;51,095991;
304,8837;41,601922;
304,9395;25,158845;
304,9954;16,374351;
305,0512;12,723868;
305,1070;8,6250877;
305,1628;8,5413677;
305,2187;8,9250031;
305,2745;9,3165691;
305,3303;11,158469;
305,3862;15,226853;
305,4420;17,113058;
305,4978;23,132949;
305,5536;28,323822;
305,6095;26,922026;
305,6653;26,462828;
305,7211;34,246414;
305,7769;47,788446;
305,8328;60,542998;
305,8886;57,54388;
305,9444;50,95486;
306,0002;46,408829;
306,0561;31,946155;
306,1119;19,277783;
306,1677;16,089583;
306,2236;13,265523;
306,2794;11,84146;
306,3352;13,925003;
306,3910;12,971396;
306,4469;12,206401;
306,5027;12,100646;
306,5585;13,027217;
306,6143;17,941125;
306,6702;27,999169;
306,7260;41,843365;
306,7818;51,925003;
306,8376;49,75374;
306,8935;34,226572;
306,9493;20,595462;
307,0051;18,9996;
307,0610;19,000615;
307,1168;24,73798;
307,1726;33,822185;
307,2284;42,366197;
307,2843;62,088086;
307,3401;68,26075;
307,3959;49,59926;
307,4517;41,345028;
307,5076;38,183129;
307,5634;44,583199;
307,6192;56,661599;
307,6751;59,292465;
307,7309;41,947493;
307,7867;26,149798;
307,8425;22,303235;
307,8984;22,343545;
307,9542;21,498933;
308,0100;29,865125;
308,0658;26,081765;
308,1217;29,559514;
308,1775;45,65642;
308,2333;75,678393;
308,2891;100,28295;
308,3450;97,360794;
308,4008;74,999785;
308,4566;52,499803;
308,5125;35,9017;
308,5683;19,269149;
308,6241;12,412809;
308,6799;9,6607748;
308,7358;11,647283;
308,7916;13,460833;
308,8474;22,158648;
308,9032;22,051203;
308,9591;19,601361;
309,0149;18,284689;
309,0707;22,681723;
309,1266;29,7764;
309,1824;49,220615;
309,2382;73,199644;
309,2940;116,61551;
309,3499;148,80529;
309,4057;132,73744;
309,4615;92,547365;
309,5173;49,462695;
309,5732;27,384581;
309,6290;19,510303;
309,6848;17,425003;
309,7406;16,586674;
309,7965;17,356221;
309,8523;18,009092;
309,9081;22,364774;
309,9640;33,221515;
310,0198;56,860266;
310,0756;85,98338;
310,1314;88,577118;
310,1873;65,377825;
310,2431;37,087925;
310,2989;16,052987;
310,3547;12,425003;
310,4106;11,944278;
310,4664;7,9811857;
310,5222;9,0004266;
310,5781;9,6700967;
310,6339;9,575382;
310,6897;7,4901396;
310,7455;7,7199376;
310,8014;7,4873753;
310,8572;6,2045076;
310,9130;4,7011444;
310,9688;8,9815832;
311,0247;4,9451941;
311,0805;8,43868;
311,1363;12,528474;
311,1921;11,513665;
311,2480;12,534605;
311,3038;11,925003;
311,3596;9,592483;
311,4155;7,5852012;
311,4713;8,5894943;
311,5271;9,7980543;
311,5829;11,379666;
311,6388;12,09135;
311,6946;14,506914;
311,7504;15,446407;
