;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;25,550003;
293,8858;0,62230804;
293,9416;-6,0722664;
293,9975;-5,2950958;
294,0533;1,3146449;
294,1091;-1,563666;
294,1649;-2,3971725;
294,2208;-1,6651293;
294,2766;-2,1959869;
294,3324;-1,8963019;
294,3883;-1,1421132;
294,4441;-0,27189771;
294,4999;-1,0606433;
294,5557;-1,4499969;
294,6116;2,0103803;
294,6674;-2,5538039;
294,7232;0,021018296;
294,7790;1,8102351;
294,8349;-2,4499969;
294,8907;-1,4645086;
294,9465;2,0814884;
295,0024;-1,1026245;
295,0582;-1,6344079;
295,1140;-1,7338025;
295,1698;-1,9459528;
295,2257;1,1869016;
295,2815;13,084805;
295,3373;22,328812;
295,3931;25,551613;
295,4490;31,346501;
295,5048;31,670972;
295,5606;21,174614;
295,6164;14,61388;
295,6723;22,369472;
295,7281;19,912986;
295,7839;20,260233;
295,8398;23,585901;
295,8956;18,224272;
295,9514;16,14436;
296,0072;16,819347;
296,0631;16,813371;
296,1189;14,977436;
296,1747;13,550003;
296,2305;11,019459;
296,2864;8,8673465;
296,3422;9,8315439;
296,3980;16,953053;
296,4538;17,056777;
296,5097;22,312498;
296,5655;28,176182;
296,6213;36,088256;
296,6772;37,943915;
296,7330;48,280198;
296,7888;41,900872;
296,8446;32,218316;
296,9005;24,702343;
296,9563;25,850588;
297,0121;27,572373;
297,0679;31,723784;
297,1238;30,797837;
297,1796;24,501452;
297,2354;24,470916;
297,2913;33,449026;
297,3471;38,246387;
297,4029;40,867878;
297,4587;33,458869;
297,5146;20,081438;
297,5704;13,869887;
297,6262;14,559356;
297,6820;11,656673;
297,7379;10,582983;
297,7937;10,147727;
297,8495;9,2149761;
297,9053;10,158537;
297,9612;13,376995;
298,0170;14,926764;
298,0728;14,104081;
298,1287;19,193298;
298,1845;28,718592;
298,2403;30,242021;
298,2961;30,447908;
298,3520;37,782677;
298,4078;39,731431;
298,4636;40,698967;
298,5194;38,535426;
298,5753;32,400973;
298,6311;26,837065;
298,6869;23,624421;
298,7428;19,917188;
298,7986;16,915962;
298,8544;16,087718;
298,9102;14,05995;
298,9661;8,5830346;
299,0219;9,2556567;
299,0777;10,758145;
299,1335;11,131231;
299,1894;11,276493;
299,2452;13,550003;
299,3010;15,522696;
299,3568;22,633564;
299,4127;27,823017;
299,4685;34,569479;
299,5243;39,000747;
299,5802;29,324887;
299,6360;20,155593;
299,6918;11,577234;
299,7476;12,291122;
299,8035;15,761906;
299,8593;18,76254;
299,9151;28,918159;
299,9709;41,06618;
300,0268;49,441403;
300,0826;57,076511;
300,1384;55,500049;
300,1943;46,684381;
300,2501;37,749323;
300,3059;29,959534;
300,3617;26,805619;
300,4176;23,239894;
300,4734;14,530693;
300,5292;13,409762;
300,5850;12,468952;
300,6409;16,842114;
300,6967;25,943867;
300,7525;36,879024;
300,8083;53,587381;
300,8642;60,280546;
300,9200;55,7539;
300,9758;50,984371;
301,0317;45,088169;
301,0875;36,84461;
301,1433;34,179714;
301,1991;34,544489;
301,2550;25,667012;
301,3108;19,005413;
301,3666;13,409411;
301,4224;15,532342;
301,4783;15,614962;
301,5341;23,147518;
