;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;32,149994;
293,8858;-4,6972579;
293,9416;-1,9831976;
293,9975;-0,26939565;
294,0533;-3,982327;
294,1091;-1,1624163;
294,1649;1,1757953;
294,2208;-1,7802709;
294,2766;-0,38208649;
294,3324;0,54260382;
294,3883;-1,889425;
294,4441;-1,154758;
294,4999;-1,830868;
294,5557;-2,3500061;
294,6116;-3,2151004;
294,6674;-2,8860237;
294,7232;-0,37416007;
294,7790;-3,2168017;
294,8349;-0,8500061;
294,8907;-1,7459046;
294,9465;-5,1236201;
295,0024;-1,4763586;
295,0582;0,17470603;
295,1140;-1,9176172;
295,1698;-0,11011639;
295,2257;2,548801;
295,2815;12,373251;
295,3373;20,398219;
295,3931;26,154825;
295,4490;27,649994;
295,5048;27,210478;
295,5606;21,490691;
295,6164;17,649994;
295,6723;17,974949;
295,7281;22,287011;
295,7839;22,948289;
295,8398;20,685891;
295,8956;17,478576;
295,9514;16,574448;
296,0072;12,649994;
296,0631;15,547046;
296,1189;14,893103;
296,1747;9,3620579;
296,2305;8,7345126;
296,2864;8,3615562;
296,3422;5,1597319;
296,3980;10,632637;
296,4538;17,068711;
296,5097;21,807491;
296,5655;25,598355;
296,6213;33,665838;
296,6772;39,029264;
296,7330;42,919799;
296,7888;43,15322;
296,8446;32,613586;
296,9005;22,578968;
296,9563;26,497047;
297,0121;29,672364;
297,0679;30,947602;
297,1238;30,077327;
297,1796;22,821008;
297,2354;21,649994;
297,2913;32,032187;
297,3471;35,514707;
297,4029;40,905857;
297,4587;33,154827;
297,5146;21,0909;
297,5704;14,354319;
297,6262;10,244382;
297,6820;13,47221;
297,7379;12,685623;
297,7937;7,8454427;
297,8495;9,3302097;
297,9053;11,019505;
297,9612;10,342282;
298,0170;15,84894;
298,0728;16,649994;
298,1287;21,702787;
298,1845;25,866496;
298,2403;33,265016;
298,2961;30,591787;
298,3520;31,873759;
298,4078;41,101419;
298,4636;39,97253;
298,5194;33,391491;
298,5753;27,928413;
298,6311;22,25835;
298,6869;17,086039;
298,7428;17,608003;
298,7986;18,149994;
298,8544;12,602574;
298,9102;9,1649138;
298,9661;9,0508992;
299,0219;7,7185451;
299,0777;8,5662775;
299,1335;10,847947;
299,1894;11,248291;
299,2452;9,9155296;
299,3010;14,11586;
299,3568;17,214834;
299,4127;23,378556;
299,4685;35,148077;
299,5243;39,430291;
299,5802;31,981157;
299,6360;23,717735;
299,6918;10,692542;
299,7476;10,960004;
299,8035;15,432532;
299,8593;19,183632;
299,9151;28,942234;
299,9709;39,502622;
300,0268;51,825205;
300,0826;55,639391;
300,1384;53,782147;
300,1943;49,891315;
300,2501;35,461007;
300,3059;26,656802;
300,3617;29,138762;
300,4176;18,773921;
300,4734;12,69827;
300,5292;15,149994;
300,5850;15,066204;
300,6409;17,424654;
300,6967;27,728214;
300,7525;36,027866;
300,8083;49,919578;
300,8642;60,652935;
300,9200;59,353891;
300,9758;49,420281;
301,0317;43,096558;
301,0875;37,959123;
301,1433;31,212076;
301,1991;31,14448;
301,2550;28,288265;
301,3108;14,953601;
301,3666;11,831679;
301,4224;15,859234;
301,4783;16,798896;
301,5341;23,190011;
301,5899;28,427866;
301,6457;33,015292;
301,7016;39,674438;
301,7574;42,770224;
301,8132;51,795527;
301,8691;51,8498;
301,9249;62,394902;
301,9807;86,372551;
302,0365;101,8214;
302,0924;124,52711;
302,1482;138,74153;
302,2040;113,54119;
302,2598;76,574434;
302,3157;51,853745;
302,3715;38,396753;
302,4273;35,821735;
302,4832;39,522877;
302,5390;42,305017;
302,5948;50,346686;
302,6506;66,393857;
302,7065;61,660886;
302,7623;36,698059;
302,8181;21,103174;
302,8739;18,555303;
302,9298;18,089901;
302,9856;26,241408;
303,0414;34,950262;
303,0972;41,164889;
303,1531;50,878173;
303,2089;47,094168;
303,2647;36,644719;
303,3206;26,317072;
303,3764;18,649994;
303,4322;19,183581;
303,4880;26,084982;
303,5439;36,88069;
303,5997;51,931171;
303,6555;64,354473;
303,7113;76,042643;
303,7672;78,016129;
303,8230;71,097737;
303,8788;60,610632;
303,9347;43,450846;
303,9905;35,241597;
304,0463;44,386025;
304,1021;60,191788;
304,1580;71,207403;
304,2138;81,041441;
304,2696;82,887038;
304,3254;92,705965;
304,3813;102,22661;
304,4371;108,99622;
304,4929;120,46355;
304,5487;136,10681;
304,6046;132,36377;
304,6604;108,79551;
304,7162;92,777824;
304,7721;98,632037;
304,8279;95,662957;
304,8837;73,424115;
304,9395;51,691657;
304,9954;31,580284;
305,0512;26,024521;
305,1070;23,58344;
305,1628;21,417265;
305,2187;16,10086;
305,2745;19,240353;
305,3303;26,283759;
305,3862;35,228925;
305,4420;55,538981;
305,4978;80,708989;
305,5536;79,025184;
305,6095;66,494805;
305,6653;51,518574;
305,7211;48,198848;
305,7769;69,027938;
305,8328;86,519546;
305,8886;78,160281;
305,9444;72,458951;
306,0002;66,875732;
306,0561;47,832882;
306,1119;32,4537;
306,1677;28,985414;
306,2236;32,468955;
306,2794;39,288393;
306,3352;42,194271;
306,3910;31,759542;
306,4469;23,087198;
306,5027;22,649994;
306,5585;24,487018;
306,6143;41,572255;
306,6702;71,465075;
306,7260;82,099755;
306,7818;86,408141;
306,8376;79,557998;
306,8935;54,705532;
306,9493;39,945403;
307,0051;40,714733;
307,0610;57,997807;
307,1168;73,06533;
307,1726;80,133162;
307,2284;90,311785;
307,2843;111,67799;
307,3401;126,08684;
307,3959;119,38774;
307,4517;86,49235;
307,5076;64,283564;
307,5634;65,11304;
307,6192;82,409837;
307,6751;92,499384;
307,7309;66,25906;
307,7867;35,132282;
307,8425;28,149994;
307,8984;31,498328;
307,9542;39,558558;
308,0100;50,307173;
308,0658;61,956343;
308,1217;74,702366;
308,1775;91,926223;
308,2333;141,91053;
308,2891;180,84399;
308,3450;158,99628;
308,4008;118,7976;
308,4566;80,99831;
308,5125;49,42648;
308,5683;28,667578;
308,6241;17,1378;
308,6799;13,867068;
308,7358;12,1683;
308,7916;18,029917;
308,8474;23,667517;
308,9032;25,776194;
308,9591;24,424541;
309,0149;22,729051;
309,0707;26,772615;
309,1266;45,11583;
309,1824;68,317777;
309,2382;112,64091;
309,2940;189,45639;
309,3499;240,93501;
309,4057;215,9816;
309,4615;143,20813;
309,5173;73,972746;
309,5732;39,189244;
309,6290;31,497544;
309,6848;30,032441;
309,7406;33,422473;
309,7965;35,546821;
309,8523;36,065905;
309,9081;33,354822;
309,9640;44,555679;
310,0198;80,04198;
310,0756;120,19742;
310,1314;128,01408;
310,1873;95,396834;
310,2431;54,058859;
310,2989;33,870982;
310,3547;22,476484;
310,4106;16,823464;
310,4664;13,509537;
310,5222;11,149994;
310,5781;10,659807;
310,6339;9,999615;
310,6897;12,954584;
310,7455;13,590081;
310,8014;13,587622;
310,8572;17,031976;
310,9130;13,662512;
310,9688;17,662232;
311,0247;22,170185;
311,0805;25,509568;
311,1363;29,343919;
311,1921;31,119835;
311,2480;26,307608;
311,3038;20,459592;
311,3596;19,316254;
311,4155;21,849003;
311,4713;21,873666;
311,5271;22,523045;
311,5829;21,680219;
311,6388;25,84961;
311,6946;29,387193;
311,7504;30,934027;
311,8062;23,933827;
311,8621;23,560924;
311,9179;21,8841;
311,9737;20,951651;
312,0295;24,64463;
312,0854;32,000239;
312,1412;32,205254;
312,1970;23,936094;
312,2529;18,375017;
312,3087;13,769796;
312,3645;14,657451;
312,4203;16,3055;
312,4762;15,275029;
312,5320;15,236004;
312,5878;27,519931;
312,6436;31,233792;
312,6995;29,752499;
312,7553;27,746445;
312,8111;14,560563;
312,8670;11,687168;
312,9228;13,663618;
312,9786;10,005108;
313,0344;9,6799393;
313,0903;11,095512;
