;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;40,5;
293,8858;-2,0305496;
293,9416;-2,6834042;
293,9975;-3,5403052;
294,0533;-1,6225597;
294,1091;-2,3068345;
294,1649;-3;
294,2208;-1,9243381;
294,2766;0,48395981;
294,3324;-1,2684752;
294,3883;-3,5;
294,4441;-1,4657023;
294,4999;-2,3510773;
294,5557;-3;
294,6116;-0,83726422;
294,6674;-2,3559298;
294,7232;-2,0048308;
294,7790;-2,0532818;
294,8349;-3;
294,8907;-3;
294,9465;-2,7578713;
295,0024;-1,694745;
295,0582;-2,4752879;
295,1140;-4,1352221;
295,1698;-1,2641544;
295,2257;2,7380914;
295,2815;18,207976;
295,3373;33,370562;
295,3931;37,626208;
295,4490;39,222269;
295,5048;40,379032;
295,5606;29,653002;
295,6164;23,035931;
295,6723;27,608318;
295,7281;28,588948;
295,7839;26,605115;
295,8398;27,935198;
295,8956;24,337135;
295,9514;21,018811;
296,0072;21,22918;
296,0631;24,473263;
296,1189;19,262704;
296,1747;14,684826;
296,2305;15,807531;
296,2864;14,923125;
296,3422;12,791279;
296,3980;21,243864;
296,4538;22,493226;
296,5097;26,656237;
296,5655;39,744724;
296,6213;49,277048;
296,6772;51,25366;
296,7330;55,722159;
296,7888;56,274691;
296,8446;41,385838;
296,9005;29,946731;
296,9563;34,931759;
297,0121;37,870617;
297,0679;40,595216;
297,1238;40,034167;
297,1796;33,524637;
297,2354;32,039543;
297,2913;42,382193;
297,3471;53,308603;
297,4029;57,569829;
297,4587;47,353218;
297,5146;28,621963;
297,5704;18,180116;
297,6262;17,688777;
297,6820;18,10667;
297,7379;15,96702;
297,7937;16,101517;
297,8495;16,5;
297,9053;15,760977;
297,9612;18,730847;
298,0170;23,445424;
298,0728;24,472961;
298,1287;26,688546;
298,1845;39,126442;
298,2403;40,653991;
298,2961;41,611641;
298,3520;45,07723;
298,4078;54,314281;
298,4636;56,634714;
298,5194;48,968417;
298,5753;40,782347;
298,6311;34,359299;
298,6869;27,936045;
298,7428;26,891602;
298,7986;23,158727;
298,8544;18,80172;
298,9102;16,012433;
