;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;44,774994;
293,8858;-2,2250061;
293,9416;-2,6529493;
293,9975;-5,3572503;
294,0533;-2,989648;
294,1091;-1,9523441;
294,1649;-4,9092809;
294,2208;-3,0736822;
294,2766;-2,1929257;
294,3324;-4,2250061;
294,3883;-1,7619359;
294,4441;-1,9202542;
294,4999;-2,7250061;
294,5557;-2,7250061;
294,6116;-1,8599118;
294,6674;-0,33305877;
294,7232;-0,72017531;
294,7790;0,22171213;
294,8349;-1,0736983;
294,8907;-3,4562366;
294,9465;-2,3460704;
295,0024;-3,7933986;
295,0582;-4,9341292;
295,1140;-0,9954504;
295,1698;-2,1966973;
295,2257;0,70950664;
295,2815;22,286874;
295,3373;35,366747;
295,3931;37,150396;
295,4490;42,164069;
295,5048;41,956447;
295,5606;30,456388;
295,6164;24,306932;
295,6723;28,383312;
295,7281;29,843503;
295,7839;30,678404;
295,8398;30,943992;
295,8956;25,120681;
295,9514;19,784399;
296,0072;21,504174;
296,0631;21,0611;
296,1189;16,978913;
296,1747;17,103787;
296,2305;12,936919;
296,2864;8,9096807;
296,3422;12,546797;
296,3980;15,115807;
296,4538;20,700485;
296,5097;31,694986;
296,5655;40,638263;
296,6213;50,405596;
296,6772;51,035975;
296,7330;59,044799;
296,7888;55,821149;
296,8446;43,34488;
296,9005;36,409577;
296,9563;33,859699;
297,0121;39,489019;
297,0679;43,71308;
297,1238;36,804828;
297,1796;28,799631;
297,2354;35,602757;
297,2913;40,230115;
297,3471;47,44831;
297,4029;57,534766;
297,4587;45,70402;
297,5146;29,526881;
297,5704;18,799203;
297,6262;17,1619;
297,6820;16,720556;
297,7379;14,840954;
297,7937;16,978028;
297,8495;16,099859;
297,9053;13,796949;
297,9612;20,140545;
298,0170;20,021472;
298,0728;24,031644;
298,1287;32,342871;
298,1845;36,98573;
298,2403;40,121944;
298,2961;45,556484;
298,3520;50,91262;
298,4078;56,73071;
298,4636;54,909708;
298,5194;50,257987;
298,5753;42,194586;
298,6311;34,276881;
298,6869;30,349412;
298,7428;24,292568;
298,7986;21,921378;
298,8544;24,086419;
298,9102;15,319754;
298,9661;10,940152;
299,0219;13,343545;
299,0777;14,191277;
299,1335;15,914584;
299,1894;17,676696;
299,2452;19,220381;
299,3010;19,994274;
299,3568;26,228874;
299,4127;38,18609;
299,4685;45,753602;
299,5243;51,456779;
299,5802;46,810343;
299,6360;23,591765;
299,6918;17,290311;
299,7476;20,637212;
299,8035;19,481338;
299,8593;26,771934;
299,9151;40,640294;
299,9709;54,604618;
300,0268;71,747338;
300,0826;76,759089;
300,1384;72,38217;
300,1943;63,1059;
300,2501;49,123804;
300,3059;36,88929;
300,3617;33,03061;
300,4176;27,573394;
300,4734;21,668787;
300,5292;16,415235;
300,5850;19,115631;
300,6409;27,102005;
300,6967;34,431434;
300,7525;50,835623;
300,8083;73,670026;
300,8642;84,391736;
300,9200;80,558297;
300,9758;71,078097;
301,0317;61,023083;
301,0875;53,326862;
301,1433;46,337076;
301,1991;47,752939;
301,2550;39,881349;
301,3108;26,287519;
301,3666;21,878457;
301,4224;18,810316;
301,4783;26,339953;
301,5341;32,323752;
301,5899;35,571448;
301,6457;46,884235;
301,7016;59,14092;
301,7574;60,281353;
301,8132;66,773759;
301,8691;70,525236;
301,9249;92,26481;
301,9807;118,07783;
302,0365;136,18436;
302,0924;166,73704;
302,1482;180,50419;
302,2040;156,53825;
302,2598;107,25854;
302,3157;69,962287;
302,3715;58,398373;
302,4273;52,072806;
302,4832;53,147877;
302,5390;58,412551;
302,5948;73,310139;
302,6506;85,101482;
302,7065;83,82054;
302,7623;51,262617;
302,8181;30,697078;
302,8739;23,274994;
302,9298;26,282697;
