;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;41,725006;
293,8858;-1,7444443;
293,9416;-1,3361286;
293,9975;-1,6830549;
294,0533;-1,2749939;
294,1091;-2,0420802;
294,1649;-2,4850702;
294,2208;-1,5657882;
294,2766;-3,7669738;
294,3324;-2,8907563;
294,3883;-1,4671101;
294,4441;-1,6140435;
294,4999;-1,7749939;
294,5557;-2,9791378;
294,6116;-1,9773524;
294,6674;-3,6309237;
294,7232;0,18635976;
294,7790;-4,2217121;
294,8349;-2,9263017;
294,8907;-0,6333533;
294,9465;-2,2749939;
295,0024;-1,0539739;
295,0582;0,98736217;
295,1140;-1,3559662;
295,1698;-2,0310601;
295,2257;4,0404732;
295,2815;24,113796;
295,3373;39,908512;
295,3931;44,977421;
295,4490;53,466042;
295,5048;46,434691;
295,5606;34,378009;
295,6164;30,721014;
295,6723;30,65828;
295,7281;36,430532;
295,7839;37,624154;
295,8398;36,293304;
295,8956;31,239261;
295,9514;25,828768;
296,0072;26,60894;
296,0631;27,961638;
296,1189;24,468115;
296,1747;19,923451;
296,2305;15,109944;
296,2864;13,725006;
296,3422;15,433727;
296,3980;25,389277;
296,4538;29,677591;
296,5097;34,959992;
296,5655;49,46973;
296,6213;59,74085;
296,6772;66,234767;
296,7330;72,542457;
296,7888;68,615578;
296,8446;52,660058;
296,9005;40,930615;
296,9563;40,894417;
297,0121;48,89429;
297,0679;53,803571;
297,1238;47,148007;
297,1796;39,249643;
297,2354;42,369116;
297,2913;49,646468;
297,3471;64,645828;
297,4029;69,616619;
297,4587;51,558064;
297,5146;34,457196;
297,5704;22,249215;
297,6262;20,017524;
297,6820;20,063898;
297,7379;18,458516;
297,7937;19,127282;
297,8495;18,384898;
297,9053;19,203051;
297,9612;19,725006;
298,0170;24,985571;
298,0728;27,14389;
298,1287;37,315508;
298,1845;43,857214;
298,2403;51,032988;
298,2961;53,729779;
298,3520;60,595306;
298,4078;69,450718;
298,4636;68,561792;
298,5194;57,937349;
298,5753;49,36618;
298,6311;43,263012;
