;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;13,125;
293,8858;-0,46664893;
293,9416;-1,9361347;
293,9975;-2,0072442;
294,0533;-0,62011938;
294,1091;-0,60791373;
294,1649;0,38790072;
294,2208;-0,22960284;
294,2766;0,1330201;
294,3324;-1,4823901;
294,3883;-0,21981358;
294,4441;-0,90929772;
294,4999;-1,875;
294,5557;-0,26947476;
294,6116;0,125;
294,6674;-0,33898245;
294,7232;1,1105076;
294,7790;-1,4016409;
294,8349;-1,8168846;
294,8907;-1,5541797;
294,9465;-2,1328713;
295,0024;-0,76448999;
295,0582;0,625;
295,1140;1,4897779;
295,1698;0,39319851;
295,2257;-0,19643146;
295,2815;7,3558981;
295,3373;10,781472;
295,3931;15,129831;
295,4490;20,291806;
295,5048;14,532264;
295,5606;10,32374;
295,6164;11,609031;
295,6723;9,7694245;
295,7281;11,693509;
295,7839;11,923295;
295,8398;10,8588;
295,8956;8,6335529;
295,9514;6,4174756;
296,0072;9,0089343;
296,0631;8,5180533;
296,1189;7,5132429;
296,1747;7,1386192;
296,2305;1,925419;
296,2864;2,884532;
296,3422;4,0521803;
296,3980;5,9658134;
296,4538;8,0979057;
296,5097;11,282497;
296,5655;14,836271;
296,6213;21,233193;
296,6772;25,245729;
296,7330;23,259903;
296,7888;22,896464;
296,8446;17,645673;
296,9005;14,625;
296,9563;14,625;
297,0121;16,254383;
297,0679;18,922608;
297,1238;17,266;
297,1796;14,917753;
297,2354;13,24363;
297,2913;15,102561;
297,3471;20,377493;
297,4029;23,694829;
297,4587;15,973385;
297,5146;9,6958305;
297,5704;5,7889768;
297,6262;6,521259;
297,6820;5,4994486;
297,7379;4,4244702;
297,7937;6,0272756;
297,8495;3,6097572;
297,9053;3,9725563;
297,9612;4,2211441;
298,0170;5,4401413;
298,0728;10,827573;
298,1287;12,655167;
298,1845;14,835736;
298,2403;17,201995;
298,2961;17,401717;
298,3520;18,676487;
298,4078;22,536431;
298,4636;20,192357;
298,5194;18,368926;
298,5753;15,693623;
298,6311;12,05465;
298,6869;13,119769;
298,7428;10,208981;
298,7986;9,9786163;
298,8544;12,89871;
298,9102;9,6424065;
298,9661;5,6910631;
299,0219;6,4878975;
299,0777;6,1453544;
299,1335;7,7062283;
299,1894;6,2745744;
299,2452;7,1014583;
299,3010;9,3715867;
299,3568;12,4492;
299,4127;16,216267;
299,4685;17,479087;
299,5243;20,74619;
299,5802;20,346861;
299,6360;10,881988;
299,6918;8,6301058;
299,7476;11,952772;
299,8035;9,3424623;
299,8593;8,5883022;
299,9151;13,987445;
299,9709;22,219539;
300,0268;30,786889;
300,0826;33,877651;
300,1384;32,100023;
300,1943;28,669793;
300,2501;21,82432;
300,3059;18,027723;
300,3617;14,572328;
300,4176;11,760636;
300,4734;8,0960345;
300,5292;6,6717471;
300,5850;7,7953188;
300,6409;11,848824;
300,6967;15,071932;
300,7525;20,246838;
300,8083;27,447068;
300,8642;30,663914;
300,9200;29,590677;
300,9758;26,559368;
301,0317;25,625;
