;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;13,699997;
293,8858;-1,7389038;
293,9416;-0,8611378;
293,9975;-1,483881;
294,0533;-1,6872046;
294,1091;0,19999695;
294,1649;-0,72137715;
294,2208;-1,8697383;
294,2766;-1,545993;
294,3324;-1,5231555;
294,3883;-0,6842355;
294,4441;-0,63905267;
294,4999;-0,059572121;
294,5557;-1,004147;
294,6116;0,86273273;
294,6674;1,6639794;
294,7232;-1,2710183;
294,7790;-1,1934395;
294,8349;0,29318938;
294,8907;-2,3520538;
294,9465;-0,17893872;
295,0024;0,047369445;
295,0582;0,2532299;
295,1140;-0,52955876;
295,1698;-2,3040472;
295,2257;0,43808834;
295,2815;6,5616256;
295,3373;8,8564688;
295,3931;15,832646;
295,4490;15,755459;
295,5048;10,365324;
295,5606;12,05804;
295,6164;8,2159661;
295,6723;10,272209;
295,7281;10,788945;
295,7839;8,8051122;
295,8398;10,667596;
295,8956;9,5314296;
295,9514;10,199997;
296,0072;10,661308;
296,0631;10,146524;
296,1189;8,0156731;
296,1747;3,2544738;
296,2305;3,3690343;
296,2864;6,5653101;
296,3422;3,7825547;
296,3980;4,1204037;
296,4538;11,105167;
296,5097;14,831244;
296,5655;17,911268;
296,6213;22,553551;
296,6772;21,332928;
296,7330;25,565094;
296,7888;22,663521;
296,8446;18,847637;
296,9005;15,128971;
296,9563;15,831171;
297,0121;18,35175;
297,0679;18,340475;
297,1238;15,447831;
297,1796;14,699997;
297,2354;14,23954;
297,2913;14,199997;
297,3471;20,643887;
297,4029;19,327929;
297,4587;15,260478;
297,5146;8,1606009;
297,5704;5,1999969;
297,6262;5,1999969;
297,6820;5,4322186;
297,7379;5,4335069;
297,7937;3,3954458;
297,8495;2,1999969;
297,9053;7,3731547;
297,9612;8,796141;
298,0170;7,3848556;
298,0728;11,456647;
298,1287;12,722623;
298,1845;14,579322;
298,2403;18,392015;
298,2961;17,481487;
298,3520;22,104949;
298,4078;25,43;
298,4636;21,036783;
298,5194;18,451212;
298,5753;15,837242;
298,6311;13,699997;
298,6869;11,561624;
298,7428;11,874803;
298,7986;11,346381;
298,8544;7,9640021;
298,9102;5,7099435;
298,9661;6,1669654;
299,0219;5,3572408;
299,0777;4,7610603;
299,1335;9,7228631;
299,1894;7,1999969;
299,2452;8,6764553;
299,3010;9,960237;
299,3568;10,329677;
299,4127;15,019038;
299,4685;21,449039;
299,5243;22,809848;
299,5802;17,587439;
299,6360;10,692039;
299,6918;9,7016989;
299,7476;6,2344425;
299,8035;7,9714166;
299,8593;15,164829;
299,9151;15,348972;
299,9709;23,395901;
300,0268;30,794264;
300,0826;33,189394;
300,1384;30,753585;
300,1943;28,396525;
300,2501;21,536775;
300,3059;14,008847;
300,3617;17,060957;
300,4176;15,335633;
300,4734;6,267583;
300,5292;9,8869854;
300,5850;11,532417;
300,6409;10,941272;
300,6967;13,909505;
300,7525;20,846261;
300,8083;24,664411;
300,8642;29,241852;
300,9200;29,324487;
300,9758;25,478637;
301,0317;24,318317;
301,0875;20,009126;
301,1433;12,348553;
301,1991;11,699997;
301,2550;8,2319128;
301,3108;7,8643249;
301,3666;3,1297007;
301,4224;5,1361375;
301,4783;6,0167856;
301,5341;6,8062524;
301,5899;11,570778;
301,6457;14,105336;
301,7016;18,059812;
301,7574;20,199997;
301,8132;22,258457;
301,8691;25,400288;
301,9249;35,468095;
301,9807;44,128179;
302,0365;52,547027;
302,0924;60,171599;
302,1482;66,420119;
302,2040;55,964711;
302,2598;35,954661;
302,3157;23,084789;
302,3715;16,729221;
302,4273;15,371738;
302,4832;21,321469;
302,5390;22,786241;
302,5948;27,68021;
302,6506;36,067797;
302,7065;33,486466;
302,7623;21,649168;
302,8181;13,778265;
302,8739;9,1460151;
302,9298;10,199997;
302,9856;12,927479;
303,0414;17,800534;
303,0972;21,038295;
303,1531;23,930047;
303,2089;27,013818;
303,2647;19,194722;
303,3206;14,910653;
303,3764;12,666309;
303,4322;9,1555313;
303,4880;10,219396;
303,5439;18,943562;
303,5997;25,659179;
303,6555;34,972678;
303,7113;40,189262;
303,7672;40,130203;
303,8230;37,098707;
303,8788;28,756911;
303,9347;19,708958;
303,9905;11,506729;
304,0463;11,6736;
304,1021;24,618728;
304,1580;23,877131;
304,2138;29,611181;
304,2696;33,357771;
304,3254;28,871172;
304,3813;25,315584;
304,4371;23,428358;
304,4929;23,512539;
304,5487;23,699997;
304,6046;24,094579;
304,6604;23,328386;
304,7162;24,153491;
304,7721;29,933434;
304,8279;35,4302;
304,8837;28,189506;
304,9395;20,495915;
304,9954;13,997388;
305,0512;9,074524;
305,1070;7,6999969;
305,1628;7,0836323;
305,2187;4,6003967;
305,2745;7,6156578;
305,3303;6,9665308;
305,3862;8,6009218;
305,4420;15,682901;
305,4978;15,55397;
305,5536;18,604723;
305,6095;20,486562;
305,6653;22,867308;
305,7211;27,292096;
305,7769;34,865555;
305,8328;46,878546;
305,8886;44,464367;
305,9444;38,523882;
306,0002;35,502388;
306,0561;27,969558;
306,1119;16,405556;
306,1677;10,699997;
306,2236;10,48017;
306,2794;9,0890256;
306,3352;8,0911415;
306,3910;9,415202;
306,4469;10,762793;
306,5027;9,9025678;
306,5585;12,139235;
306,6143;14,431667;
306,6702;21,505621;
306,7260;31,640338;
306,7818;40,280614;
306,8376;39,362774;
306,8935;27,53332;
306,9493;18,165865;
307,0051;13,916395;
307,0610;14,775609;
307,1168;19,910614;
307,1726;26,872884;
307,2284;36,195818;
307,2843;52,903445;
307,3401;56,153067;
307,3959;46,914972;
307,4517;38,846721;
307,5076;30,133212;
307,5634;36,272742;
307,6192;49,846604;
307,6751;49,880707;
307,7309;36,712849;
307,7867;21,798089;
307,8425;15,330383;
307,8984;16,792706;
307,9542;15,347856;
308,0100;16,25239;
308,0658;20,954092;
308,1217;33,058322;
308,1775;43,095564;
308,2333;64,647455;
308,2891;87,751941;
308,3450;83,701934;
308,4008;63,309724;
308,4566;46,805776;
308,5125;31,265147;
308,5683;18,653907;
308,6241;12,191868;
308,6799;10,105688;
308,7358;9,1074236;
308,7916;9,8039351;
308,8474;12,883408;
308,9032;13,428964;
308,9591;13,42545;
309,0149;16,401568;
309,0707;17,468194;
309,1266;24,197977;
309,1824;39,421706;
309,2382;69,399111;
309,2940;100,95557;
309,3499;124,38973;
309,4057;111,18746;
309,4615;82,385182;
309,5173;46,24448;
309,5732;27,039481;
309,6290;18,937747;
309,6848;15,709927;
309,7406;13,523339;
309,7965;11,337561;
309,8523;12,380187;
309,9081;19,876204;
309,9640;24,469215;
310,0198;44,765625;
310,0756;66,979186;
310,1314;69,013378;
310,1873;51,445469;
310,2431;28,796127;
310,2989;16,127363;
310,3547;8,9958909;
310,4106;9,6421734;
310,4664;7,0595403;
310,5222;5,0771148;
310,5781;6,9549033;
310,6339;5,6902243;
310,6897;5,7871555;
310,7455;6,4050624;
310,8014;6,0125395;
310,8572;3,3180151;
310,9130;5,8715728;
310,9688;3,9660489;
311,0247;9,6932666;
311,0805;8,6486293;
311,1363;8,1999969;
311,1921;8,494328;
311,2480;9,3951958;
311,3038;10,430131;
311,3596;8,5759119;
311,4155;6,360195;
311,4713;7,752652;
311,5271;4,7077919;
311,5829;5,1697719;
311,6388;11,133458;
311,6946;10,527641;
311,7504;12,330348;
311,8062;11,98383;
311,8621;7,9672056;
311,9179;8,0190691;
311,9737;10,049169;
312,0295;8,5770083;
312,0854;10,316745;
312,1412;13,534216;
312,1970;11,571657;
312,2529;8,7704494;
312,3087;9,4396017;
312,3645;8,1701697;
312,4203;5,0740056;
312,4762;5,9321449;
312,5320;6,6516029;
312,5878;11,968035;
312,6436;20,775432;
312,6995;19,405006;
312,7553;12,622391;
312,8111;9,9380277;
312,8670;7,0475808;
312,9228;3,8606085;
312,9786;6,7047317;
313,0344;7,3751336;
313,0903;4,6241331;
313,1461;5,8917639;
313,2019;9,1933266;
313,2577;6,9062991;
313,3136;6,843431;
313,3694;10,669449;
313,4252;7,3169179;
313,4810;9,2062656;
313,5369;11,328378;
313,5927;10,199997;
313,6485;9,5618356;
313,7044;8,4600444;
313,7602;5,6756327;
313,8160;5,1999969;
313,8718;5,1773218;
313,9277;4,8468697;
313,9835;5,4506011;
314,0393;7,5112366;
314,0951;10,658404;
314,1510;8,1999969;
314,2068;9,5180653;
314,2626;9,0574355;
314,3185;8,6999969;
314,3743;16,441098;
314,4301;15,594437;
314,4859;14,634276;
314,5418;14,760648;
314,5976;9,509688;
