;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;14,774994;
293,8858;-0,56105219;
293,9416;-5,2970629;
293,9975;-2,0411282;
294,0533;-0,85732704;
294,1091;0,12157664;
294,1649;-1,5149298;
294,2208;-3,0796089;
294,2766;-0,74906639;
294,3324;-0,33239618;
294,3883;0,0065289938;
294,4441;0,7749939;
294,4999;-1,0760834;
294,5557;-0,92224348;
294,6116;-0,29245895;
294,6674;0,70295879;
294,7232;2,7556707;
294,7790;-0,7250061;
294,8349;-0,60877537;
294,8907;0,36458375;
294,9465;0,7749939;
295,0024;0,31711139;
295,0582;-1,46265;
295,1140;-1,2116449;
295,1698;0,27903801;
295,2257;-0,50476753;
295,2815;3,9481675;
295,3373;8,1491063;
295,3931;8,7749939;
295,4490;12,849223;
295,5048;11,577415;
295,5606;7,9737338;
295,6164;6,2789862;
295,6723;6,9916307;
295,7281;9,2954331;
295,7839;6,5775515;
295,8398;8,3073948;
295,8956;7,9521141;
295,9514;5,2655884;
296,0072;7,466961;
296,0631;6,6947839;
296,1189;4,09067;
296,1747;4,5901683;
296,2305;4,1904752;
296,2864;3,7749939;
296,3422;3,3478136;
296,3980;3,7351972;
296,4538;3,7749939;
296,5097;10,406241;
296,5655;13,071357;
296,6213;15,459693;
296,6772;16,526214;
296,7330;17,116268;
296,7888;16,198815;
296,8446;13,922634;
296,9005;11,757238;
296,9563;12,444405;
297,0121;11,971488;
297,0679;14,151167;
297,1238;12,129661;
297,1796;8,714124;
297,2354;11,498191;
297,2913;13,752554;
297,3471;13,331104;
297,4029;14,026948;
297,4587;11,50725;
297,5146;7,6253714;
297,5704;4,7911332;
297,6262;3,5675119;
297,6820;4,7749939;
297,7379;2,3765832;
297,7937;1,7787865;
297,8495;3,1100209;
297,9053;2,5359714;
297,9612;4,2942736;
298,0170;4,7749939;
298,0728;4,3020327;
298,1287;7,3579543;
298,1845;12,774994;
298,2403;13,00598;
298,2961;13,270221;
298,3520;11,240342;
298,4078;13,867853;
298,4636;11,842351;
298,5194;9,5164907;
298,5753;10,065198;
298,6311;9,2046435;
298,6869;7,0622028;
298,7428;5,6001883;
298,7986;6,1286102;
298,8544;7,6618488;
298,9102;6,7799672;
298,9661;2,841057;
299,0219;4,0491988;
299,0777;5,670923;
299,1335;5,8333561;
299,1894;5,8732915;
299,2452;4,329607;
299,3010;6,0215806;
299,3568;7,122254;
299,4127;11,594035;
299,4685;13,06682;
299,5243;13,555291;
299,5802;11,644761;
299,6360;9,8885421;
299,6918;3,2971189;
299,7476;6,3094394;
299,8035;6,633725;
299,8593;6,8453297;
299,9151;11,634584;
299,9709;15,931717;
300,0268;21,288316;
300,0826;23,022343;
300,1384;22,196429;
300,1943;18,190447;
300,2501;13,737197;
300,3059;10,778398;
300,3617;12,89157;
300,4176;5,7090301;
300,4734;8,2556836;
300,5292;7,2282468;
300,5850;6,9425736;
300,6409;8,8607305;
300,6967;11,485884;
300,7525;13,482177;
300,8083;20,203821;
300,8642;22,083365;
300,9200;21,240671;
300,9758;19,58645;
301,0317;17,366596;
301,0875;15,517733;
301,1433;7,9667869;
301,1991;7,7694803;
301,2550;8,9877509;
301,3108;5,0535513;
301,3666;6,8824198;
