;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;43,475006;
293,8858;-3,6166428;
293,9416;-4,6581854;
293,9975;-1,841116;
294,0533;-1,6377923;
294,1091;-3,6784112;
294,1649;-3,4721694;
294,2208;-3,8157882;
294,2766;-3,8030642;
294,3324;-0,91760382;
294,3883;-1,8722965;
294,4441;-2,007845;
294,4999;-1,1547784;
294,5557;-1,8277565;
294,6116;-1,5924467;
294,6674;-1,5249939;
294,7232;-1,5249939;
294,7790;1,2085973;
294,8349;-3,1763017;
294,8907;-0,7041736;
294,9465;-2,4935086;
295,0024;-4,6092289;
295,0582;-1,418528;
295,1140;-1,6869385;
295,1698;-4,277016;
295,2257;1,849996;
295,2815;17,379078;
295,3373;27,753815;
295,3931;33,979837;
295,4490;39,956658;
295,5048;32,624207;
295,5606;26,287312;
295,6164;22,982991;
295,6723;23,902794;
295,7281;22,975006;
295,7839;23,781826;
295,8398;25,244703;
295,8956;19,646424;
295,9514;19,163719;
296,0072;20,283039;
296,0631;17,104691;
296,1189;17,343654;
296,1747;14,371896;
296,2305;11,251994;
296,2864;12,157663;
296,3422;10,339105;
296,3980;13,19643;
296,4538;20,873402;
296,5097;27,921247;
296,5655;37,21973;
296,6213;47,029103;
296,6772;51,987208;
296,7330;58,363927;
296,7888;51,557637;
296,8446;40,643319;
296,9005;33,645102;
296,9563;32,644417;
297,0121;39,992537;
297,0679;40,598833;
297,1238;33,18434;
297,1796;27,633701;
297,2354;33,4214;
297,2913;37,930127;
297,3471;45,979993;
297,4029;53,110756;
297,4587;39,54032;
297,5146;21,285988;
297,5704;16,311029;
297,6262;14,786229;
297,6820;11,581676;
297,7379;11,840437;
297,7937;10,768179;
297,8495;9,6450601;
297,9053;13,300607;
297,9612;15,282718;
298,0170;18,543669;
298,0728;19,920928;
298,1287;27,065508;
298,1845;33,52292;
298,2403;39,552002;
298,2961;40,421572;
298,3520;43,293819;
298,4078;49,559284;
298,4636;54,758685;
298,5194;49,701926;
298,5753;40,108323;
298,6311;32,940774;
298,6869;24,916282;
298,7428;22,475006;
298,7986;25,889471;
298,8544;19,540732;
298,9102;13,502359;
298,9661;15,309848;
299,0219;13,043557;
299,0777;13,370935;
299,1335;13,393778;
299,1894;15,526283;
299,2452;15,998548;
299,3010;16,687459;
299,3568;23,428887;
299,4127;31,567061;
299,4685;42,264916;
299,5243;51,717386;
299,5802;40,267565;
299,6360;23,186187;
299,6918;16,992025;
299,7476;16,906115;
299,8035;17,246426;
299,8593;26,687543;
299,9151;36,270102;
299,9709;50,046542;
300,0268;65,595917;
300,0826;71,964403;
300,1384;67,7929;
300,1943;60,912855;
300,2501;49,048902;
300,3059;35,891345;
300,3617;32,602814;
300,4176;29,63777;
300,4734;16,475006;
300,5292;16,428259;
300,5850;16,393955;
300,6409;20,646479;
300,6967;30,315802;
300,7525;43,694257;
300,8083;59,386936;
300,8642;67,439033;
300,9200;65,985767;
300,9758;58,310926;
301,0317;54,829967;
301,0875;42,740568;
301,1433;36,36414;
301,1991;31,524629;
301,2550;25,687763;
301,3108;20,082219;
301,3666;11,260154;
301,4224;11,928808;
301,4783;17,490331;
301,5341;20,753755;
301,5899;24,882951;
301,6457;35,81361;
301,7016;44,16408;
301,7574;47,095236;
301,8132;52,415311;
301,8691;63,826121;
301,9249;74,2547;
301,9807;98,286313;
302,0365;123,82063;
302,0924;146,7388;
302,1482;170,63537;
302,2040;141,8015;
302,2598;87,775887;
302,3157;54,74459;
302,3715;45,895463;
302,4273;42,459783;
302,4832;48,220772;
302,5390;55,026319;
302,5948;70,915644;
302,6506;78,867594;
302,7065;73,923852;
302,7623;47,182408;
302,8181;25,44391;
302,8739;19,528988;
302,9298;22,046653;
302,9856;31,157068;
303,0414;44,044715;
303,0972;53,813304;
303,1531;56,013036;
303,2089;56,475006;
303,2647;47,119204;
303,3206;30,598506;
303,3764;22,499069;
303,4322;25,108403;
303,4880;28,078817;
303,5439;39,456989;
303,5997;55,071376;
303,6555;70,793113;
303,7113;81,165963;
303,7672;89,103149;
303,8230;87,122105;
303,8788;66,800005;
303,9347;50,738448;
303,9905;39,996867;
304,0463;43,35622;
304,1021;62,854262;
304,1580;70,761561;
304,2138;80,38619;
304,2696;87,562914;
304,3254;93,044503;
304,3813;93,052064;
304,4371;92,518284;
304,4929;102,66382;
304,5487;110,94913;
304,6046;109,60751;
304,6604;96,772446;
304,7162;93,544765;
304,7721;101,74436;
304,8279;106,48797;
304,8837;81,630943;
304,9395;52,072793;
304,9954;34,734281;
305,0512;24,425195;
305,1070;22,57526;
305,1628;21,707735;
305,2187;19,675539;
305,2745;21,215969;
305,3303;25,008572;
305,3862;31,653012;
305,4420;46,056267;
305,4978;63,536926;
305,5536;69,856103;
305,6095;61,325771;
305,6653;56,34552;
305,7211;62,43363;
305,7769;84,35295;
305,8328;104,65356;
305,8886;96,921773;
305,9444;85,225763;
306,0002;79,51931;
306,0561;57,765719;
306,1119;37,386125;
306,1677;26,914182;
306,2236;33,7444;
306,2794;35,253063;
306,3352;30,910428;
306,3910;26,806194;
306,4469;19,90984;
306,5027;19,867293;
306,5585;27,853482;
306,6143;41,881145;
306,6702;65,345588;
306,7260;82,877668;
306,7818;95,547905;
306,8376;82,720233;
306,8935;64,490852;
306,9493;41,759038;
307,0051;38,972541;
307,0610;50,247208;
307,1168;62,890342;
307,1726;69,958175;
307,2284;87,909932;
307,2843;115,82754;
307,3401;127,09957;
307,3959;115,99778;
307,4517;90,139571;
307,5076;71,191614;
307,5634;80,358372;
307,6192;105,57156;
307,6751;106,05932;
307,7309;76,507135;
307,7867;46,638493;
307,8425;34,861856;
307,8984;43,520009;
307,9542;49,642323;
308,0100;58,504945;
308,0658;62,042625;
308,1217;78,385703;
308,1775;102,38558;
308,2333;159,15334;
308,2891;208,3703;
308,3450;193,8602;
308,4008;143,91098;
308,4566;100,42268;
308,5125;63,901388;
308,5683;33,316421;
308,6241;23,964844;
308,6799;21,52216;
308,7358;22,715593;
308,7916;29,148828;
308,8474;39,675941;
308,9032;41,872239;
308,9591;36,680439;
309,0149;35,575792;
309,0707;38,304514;
309,1266;52,559321;
309,1824;93,438401;
309,2382;151,46249;
309,2940;229,35602;
309,3499;295,16474;
309,4057;268,11045;
309,4615;183,53197;
309,5173;98,75854;
309,5732;55,473834;
309,6290;39,581632;
309,6848;36,229971;
309,7406;38,909157;
309,7965;41,337442;
309,8523;40,547082;
309,9081;43,886156;
309,9640;52,564315;
310,0198;89,910626;
310,0756;139,40929;
310,1314;146,66092;
310,1873;111,77039;
310,2431;64,752785;
310,2989;35,009986;
310,3547;25,704576;
310,4106;24,013555;
310,4664;18,862641;
310,5222;16,597888;
310,5781;13,984819;
310,6339;12,64493;
310,6897;14,062165;
310,7455;16,534919;
310,8014;17,162464;
310,8572;16,614758;
310,9130;15,251147;
310,9688;14,975006;
311,0247;18,525484;
311,0805;25,615432;
311,1363;23,466328;
311,1921;26,592013;
311,2480;23,88941;
311,3038;22,244872;
311,3596;20,017181;
311,4155;18,975006;
311,4713;20,139497;
311,5271;17,419327;
311,5829;19,399444;
311,6388;26,875198;
311,6946;26,048383;
311,7504;28,844655;
311,8062;26,147463;
311,8621;20,60861;
311,9179;20,634542;
311,9737;25,229148;
312,0295;30,343972;
312,0854;33,168405;
312,1412;34,419746;
312,1970;20,825276;
312,2529;17,756816;
312,3087;19,355204;
312,3645;17,960092;
312,4203;15,975006;
312,4762;17,314266;
312,5320;20,69542;
312,5878;31,14431;
312,6436;41,966644;
312,6995;35,555866;
312,7553;26,835316;
312,8111;21,230652;
312,8670;12,629281;
312,9228;13,126535;
312,9786;17,549817;
313,0344;16,590252;
313,0903;14,159833;
313,1461;12,879123;
313,2019;14,552781;
313,2577;14,50939;
313,3136;20,102503;
313,3694;23,444458;
313,4252;19,858085;
313,4810;20,311822;
313,5369;19,795958;
313,5927;16,975006;
313,6485;17,613167;
313,7044;14,64522;
313,7602;13,054279;
313,8160;16,276795;
313,8718;12,861631;
313,9277;11,062497;
313,9835;14,8491;
314,0393;15,799304;
314,0951;17,970287;
314,1510;17,358661;
314,2068;16,452109;
