;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;33,899994;
293,8858;0,21669603;
293,9416;-2,2331976;
293,9975;0,21611599;
294,0533;-1,5804836;
294,1091;-3,6795026;
294,1649;-0,678632;
294,2208;-0,60593281;
294,2766;-2,8459961;
294,3324;-1,7157685;
294,3883;-0,29212233;
294,4441;-2,8124031;
294,4999;-1,8787133;
294,5557;-1,1000061;
294,6116;-2,3976476;
294,6674;-1,6720412;
294,7232;-2,5903445;
294,7790;-2,2332105;
294,8349;-4,3094293;
294,8907;-1,9208264;
294,9465;-1,3421348;
295,0024;-1,1842411;
295,0582;-0,206472;
295,1140;-3,1809784;
295,1698;-3,3601164;
295,2257;3,2154609;
295,2815;18,927155;
295,3373;28,648219;
295,3931;35,906435;
295,4490;39,529686;
295,5048;34,186289;
295,5606;26,797474;
295,6164;20,423948;
295,6723;23,472206;
295,7281;25,153589;
295,7839;29,698289;
295,8398;27,169691;
295,8956;22,234278;
295,9514;21,701875;
296,0072;20,477371;
296,0631;19,136626;
296,1189;17,419589;
296,1747;13,440852;
296,2305;8,6464378;
296,2864;11,736401;
296,3422;10,336912;
296,3980;12,661214;
296,4538;19,805164;
296,5097;26,872485;
296,5655;36,881808;
296,6213;47,992343;
296,6772;50,660975;
296,7330;56,606366;
296,7888;51,058804;
296,8446;42,195273;
296,9005;34,499065;
296,9563;30,692347;
297,0121;38,721031;
297,0679;42,180951;
297,1238;36,395661;
297,1796;30,631877;
297,2354;30,360451;
297,2913;37,321456;
297,3471;48,792761;
297,4029;54,035743;
297,4587;40,753212;
297,5146;22,021957;
297,5704;12,399994;
297,6262;11,607476;
297,6820;11,793324;
297,7379;14,465954;
297,7937;9,9863404;
297,8495;9,4152367;
297,9053;14,225595;
297,9612;13,380714;
298,0170;14,215135;
298,0728;19,602567;
298,1287;27,967871;
298,1845;32,990055;
298,2403;39,63098;
298,2961;41,793125;
298,3520;47,53762;
298,4078;55,351419;
298,4636;57,467351;
298,5194;50,36841;
298,5753;42,182341;
298,6311;37,365762;
298,6869;27,202896;
298,7428;21,550383;
298,7986;25,594884;
298,8544;19,928004;
298,9102;12,434807;
298,9661;13,701805;
299,0219;11,24275;
299,0777;14,024419;
299,1335;16,260403;
299,1894;16,250419;
299,2452;16,689071;
299,3010;18,1261;
299,3568;24,701135;
299,4127;31,900782;
299,4685;40,627643;
299,5243;51,593118;
299,5802;37,710227;
299,6360;24,732681;
299,6918;18,917013;
299,7476;12,899994;
299,8035;14,171414;
299,8593;24,147699;
299,9151;35,265294;
299,9709;49,768799;
300,0268;68,520905;
300,0826;74,889391;
300,1384;70,428605;
300,1943;64,315447;
300,2501;52,248804;
300,3059;40,01429;
300,3617;37,463898;
300,4176;30,779776;
300,4734;15,361373;
300,5292;13,773971;
300,5850;17,483784;
300,6409;19,95083;
300,6967;30,661188;
300,7525;45,558326;
300,8083;59,276337;
300,8642;69,211306;
300,9200;67,376433;
300,9758;58,391641;
301,0317;50,174801;
301,0875;41,275514;
301,1433;36,702653;
301,1991;28,488212;
301,2550;23,740414;
301,3108;20,076846;
301,3666;11,255438;
301,4224;11,080697;
301,4783;16,399994;
301,5341;17,284998;
301,5899;24,363683;
301,6457;35,846606;
