;OOILIBS Data File;
Wavelength [nm];Counts;
293,8300;35,050003;
293,8858;-3,2972487;
293,9416;-1,3168054;
293,9975;-3,858058;
294,0533;-3,2048776;
294,1091;-1,0692417;
294,1649;0,022980027;
294,2208;-2,5894674;
294,2766;-1,4499969;
294,3324;-0,065759358;
294,3883;-1,7209509;
294,4441;-0,39855037;
294,4999;-1,1712897;
294,5557;-1,5486156;
294,6116;-2,3150913;
294,6674;-1,5220321;
294,7232;-1,9451662;
294,7790;-6,0770246;
294,8349;0,55000305;
294,8907;0,19164365;
294,9465;-1,2078683;
295,0024;-0,90787946;
295,0582;-2,5032299;
295,1140;-3,017608;
295,1698;-2,6979749;
295,2257;2,3654701;
295,2815;15,89635;
295,3373;24,641756;
295,3931;35,435067;
295,4490;40,994541;
295,5048;32,320172;
295,5606;30,578394;
295,6164;25,514072;
295,6723;21,447171;
295,7281;26,824038;
295,7839;28,247445;
295,8398;26,650702;
295,8956;25,052854;
295,9514;22,663171;
296,0072;19,858036;
296,0631;19,050003;
296,1189;18,457841;
296,1747;12,460512;
296,2305;10,996028;
296,2864;11,550003;
296,3422;10,695642;
296,3980;13,311223;
296,4538;23,907758;
296,5097;27,391246;
296,5655;35,268907;
296,6213;48,51175;
296,6772;51,303663;
296,7330;55,930888;
296,7888;57,208813;
296,8446;45,415169;
296,9005;33,113561;
296,9563;31,850588;
297,0121;39,764028;
297,0679;42,550003;
297,1238;36,652504;
297,1796;33,342756;
297,2354;32,12909;
297,2913;36,499514;
297,3471;51,190277;
297,4029;52,309775;
297,4587;40,862901;
297,5146;26,821589;
297,5704;16,262398;
297,6262;12,333169;
297,6820;15,514446;
297,7379;15,250533;
297,7937;13,647727;
297,8495;14,055084;
297,9053;14,550003;
297,9612;15,357715;
298,0170;16,865144;
298,0728;23,671459;
298,1287;27,110338;
298,1845;32,14583;
298,2403;43,665026;
298,2961;41,884927;
298,3520;46,713372;
298,4078;56,275715;
298,4636;54,521503;
298,5194;48,7915;
298,5753;43,900973;
298,6311;34,802833;
298,6869;26,773257;
298,7428;23,483596;
298,7986;21,34277;
298,8544;20,587718;
298,9102;14,082329;
298,9661;12,950908;
299,0219;11,892759;
299,0777;14,258145;
299,1335;15,608365;
299,1894;16,87479;
299,2452;16,33908;
299,3010;18,762456;
299,3568;22,962103;
299,4127;30,096818;
299,4685;46,651215;
299,5243;52,440152;
299,5802;41,472794;
299,6360;26,609786;
299,6918;16,08234;
299,7476;12,791122;
299,8035;16,826982;
299,8593;23,369574;
299,9151;33,488364;
299,9709;49,059354;
300,0268;66,08997;
300,0826;74,07121;
300,1384;72,867897;
300,1943;64,358513;
300,2501;49,086101;
300,3059;36,563618;
300,3617;38,038771;
300,4176;30,038294;
300,4734;20,011382;
300,5292;18,190244;
300,5850;19,717583;
300,6409;21,877014;
300,6967;30,784664;
300,7525;47,098565;
300,8083;61,658553;
300,8642;71,322401;
300,9200;72,708816;
300,9758;64,32029;
301,0317;58,378246;
301,0875;48,749175;
301,1433;33,803878;
301,1991;36,505894;
301,2550;30,071265;
301,3108;21,935774;
301,3666;15,479707;
301,4224;16,759243;
301,4783;18,248539;
301,5341;23,156259;
301,5899;28,957948;
301,6457;37,509962;
301,7016;46,251299;
301,7574;47,929773;
301,8132;54,96046;
301,8691;60,150391;
301,9249;78,13258;
301,9807;102,93313;
302,0365;122,13359;
302,0924;152,37988;
302,1482;172,42595;
302,2040;144,68532;
302,2598;97,144219;
302,3157;62,896776;
302,3715;48,079227;
302,4273;45,378262;
302,4832;49,921945;
302,5390;52,377514;
302,5948;67,490641;
302,6506;80,851704;
302,7065;76,188618;
302,7623;46,228566;
302,8181;31,769083;
302,8739;20,050003;
302,9298;23,809632;
302,9856;34,141226;
303,0414;44,385126;
303,0972;55,484047;
303,1531;60,588033;
303,2089;59,121819;
303,2647;51,745783;
303,3206;32,419269;
303,3764;26,006691;
303,4322;22,128056;
303,4880;30,16028;
303,5439;43,53456;
303,5997;58,303969;
303,6555;73,118142;
303,7113;83,421181;
303,7672;90,404693;
303,8230;90,07452;
303,8788;71,644151;
303,9347;50,850855;
303,9905;44,426478;
304,0463;50,865225;
304,1021;65,700156;
304,1580;78,539698;
304,2138;89,026976;
304,2696;94,488775;
304,3254;98,100842;
304,3813;101,39545;
304,4371;105,96345;
304,4929;115,67644;
